source_id,ra,dec,parallax,pmra,pmdec,ruwe,bp_rp,phot_g_mean_mag,radial_velocity,has_rvs,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot
147717944082710144,69.40281998575006,24.62503413211874,5.9179061907839845,19.17782639731481,-21.66417024311474,1.0323355,1.4917192,12.169642,35.798546,false,5634.9307,4.3764,-0.1178,168.3155
148962664262732288,64.35158971284429,23.39133807519042,8.538421170241671,30.356593775176307,-19.990585948021625,0.91959995,0.8554678,10.019625,29.459076,false,5824.2427,4.4661,0.2154,115.0568
149094949255307264,64.80291643532483,23.86814258077965,8.016608542149903,-1.5874644809843224,-31.105469731704197,1.0062904,0.8854675,10.63373,32.162678,false,5708.74,4.5431,-0.0776,123.1971
149939198089088896,64.21725395372958,24.567450332003006,4.769058266251524,6.664829360954749,6.587059239033964,1.0999196,1.1564178,11.859092,12.564274,false,5840.5273,4.3278,-0.396,206.5567
149982014619908736,63.43050303397694,24.751963798280137,12.482498143554032,71.82163272455412,5.13957128745619,0.95003825,0.8423939,9.180187,16.937735,false,5860.9136,4.4807,0.2199,79.5275
150640793884387456,64.47077994138012,25.997963461343193,5.636998325771895,40.54142830980289,-45.205002739358264,0.99367195,1.105236,11.5364,11.405058,false,5444.023,4.3929,-0.3127,175.8578
155015578852055936,74.15793232103937,28.774458683712197,7.253125821425077,-67.94399665658611,-55.808170766915175,0.9479958,0.83060455,10.169653,-57.849277,false,5740.0405,4.2704,-0.1372,136.6847
156071659770440832,77.41249049841242,29.79044046107616,18.9627612943892,65.66946197169534,1.8807040505661283,0.855638,0.8413048,8.3511095,-3.7655287,false,5605.493,4.3504,-0.0747,52.5196
158683064309892736,71.33578069263878,30.44961751911031,5.76433274709516,37.30195431466489,-23.003124109769292,1.7234197,1.1507635,11.429022,48.707092,false,5834.9224,4.3305,-0.3372,170.471
161910994227087104,72.73859304465306,34.32058791463811,6.807588022106553,16.141908438809086,-25.257579659768574,1.1915647,0.9093361,10.950743,-40.313213,false,5613.5923,4.4298,-0.2013,144.5137
162847468896696192,64.13024885767122,26.963563956742394,6.657097032630406,-15.397611069576152,-1.8309058420420286,1.0927776,1.1000347,10.999652,11.15409,false,5692.7764,4.3267,-0.138,148.5536
167003451051584512,57.86083404737051,28.536043227678796,6.589030628943649,-11.916028877304308,-5.5632472396684225,1.158163,0.92814636,10.981461,2.5518281,false,5781.1646,4.5,-0.0058,150.3112
167840248120580736,57.45189751831857,29.275937990816452,5.0149070454378855,2.703131709978283,-13.836860317921277,1.8338599,1.0078487,11.532115,11.27332,false,5763.7705,4.3542,-0.3096,195.0252
169049779631738752,62.318104621994664,31.09499568440388,6.940394738328898,72.56378807585865,-15.270653365421763,2.7598898,0.9845953,10.310717,44.08954,false,5845.2397,4.146,-0.3862,146.9514
169712712125014528,63.8124114940934,33.0642795797547,7.570832522847835,-14.190305724456756,-90.70858122434288,0.8680571,0.8744383,10.178555,-16.639473,false,5710.082,4.2808,-0.0951,130.955
174464084121565440,71.31151339890334,36.38614028970033,9.118392937008062,-10.038451919583522,-124.09971501498258,1.1445864,0.8422594,9.619692,-4.1782746,false,5694.9736,4.2518,-0.0518,108.8552
176838032809903232,62.862333323326446,34.66375042051107,5.872205688568948,-6.152440289210789,-27.70831560177966,1.5407698,1.0271244,11.420309,-7.8153863,false,5619.5806,4.4365,-0.2656,161.5088
177678162769948544,64.18075432396024,37.369392373591346,5.340312575215418,5.545319775145245,-15.674738941189002,1.233541,1.0083246,11.601502,14.39238,false,5647.1104,4.5376,0.1201,180.4989
177871264497840128,64.8204182128828,38.3373202009988,6.907421159700128,80.00018873112892,-74.80379263212137,1.698186,0.87229156,10.848171,78.19968,false,5565.5576,4.4523,-0.4128,143.353
180540363334141696,78.27205058276789,31.623260472838,5.860632965708181,-4.591588790867957,-52.1025518546309,1.2111517,0.8772936,10.843441,-63.489483,false,5738.4556,4.3896,0.1117,167.9596
181669042082684032,76.86905051677661,33.122471585017756,3.7109141826953684,3.7206529388967207,-20.446882942890348,3.3949275,1.0146904,11.8265705,-10.202155,false,5736.084,4.2949,-0.1947,242.8461
181671932598198656,76.76285687499414,33.19162236008426,6.558265986379539,2.0523126561055345,-2.805715982363184,0.9244366,0.8178749,10.726698,-22.339174,false,5774.19,4.4232,-0.1682,151.0296
185525033659505664,76.65587978369815,35.52001720064098,9.8096199470971,16.369073805979863,-9.562637048267474,1.073389,0.88774014,9.6824045,-4.552533,false,5762.195,4.2794,-0.1866,101.4279
